flight_number,departure/arrival_airport,departure/arrival_airport,flight_status,city_name,airport_code,departure/arrival_time_local,terminal,aircraft_model,airline_name,type,scheduled_datetime_flight,actual_datetime_flight
SV 1529,,RUH,Expected,Tabuk,TUU,2024-09-09 18:50+03:00,5,Airbus A320,Saudi Arabian,Departure,,
XY 209,,RUH,Expected,Dubai,DXB,2024-09-09 18:50+03:00,3,Airbus A320 NEO,flynas,Departure,,
F3 513,,RUH,Expected,Dubai,DXB,2024-09-09 18:50+03:00,3,Airbus A320,flyadeal,Departure,,
XY 59,,RUH,Expected,Jeddah,JED,2024-09-09 19:00+03:00,5,Airbus A320 NEO,flynas,Departure,,
SV 1045,,RUH,Expected,Jeddah,JED,2024-09-09 19:00+03:00,5,Airbus A330,Saudi Arabian,Departure,,
SV 1160,,RUH,Expected,Ad Dammam,DMM,2024-09-09 19:00+03:00,5,Airbus A321,Saudi Arabian,Departure,,
XY 253,,RUH,Expected,Amman,AMM,2024-09-09 19:00+03:00,3,Airbus A320 NEO,flynas,Departure,,
SV 1229,,RUH,Expected,Arar,RAE,2024-09-09 19:10+03:00,5,Airbus A320,Saudi Arabian,Departure,,
RJ 731,,RUH,Expected,Amman,AMM,2024-09-09 19:15+03:00,2,Airbus A320,Royal Jordanian,Departure,,
SV 1905,,RUH,Expected,Taif,TIF,2024-09-09 19:15+03:00,5,Airbus A321,Saudi Arabian,Departure,,
XY 97,,RUH,Expected,Medina,MED,2024-09-09 19:20+03:00,5,Airbus A320 NEO,flynas,Departure,,
SV 1785,,RUH,Expected,Jazan,GIZ,2024-09-09 19:20+03:00,5,Airbus A320,Saudi Arabian,Departure,,
SV 1465,,RUH,Expected,Medina,MED,2024-09-09 19:35+03:00,5,Airbus A320,Saudi Arabian,Departure,,
XY 265,,RUH,Expected,Cairo,CAI,2024-09-09 19:40+03:00,3,Airbus A320 NEO,flynas,Departure,,
AI 922,,RUH,Expected,Mumbai,BOM,2024-09-09 19:40+03:00,2,Airbus A320 NEO,Air India,Departure,,
F3 143,,RUH,Expected,Jeddah,JED,2024-09-09 19:45+03:00,5,Airbus A320,flyadeal,Departure,,
SV 1297,,RUH,Expected,Gerayat,URY,2024-09-09 19:55+03:00,5,Airbus A321,Saudi Arabian,Departure,,
ER 807,,RUH,Expected,Islamabad,ISB,2024-09-09 08:00+03:00,N/A,Boeing 737-800,Serene Air,Arrival,,
F3 14,,RUH,Expected,Abha,AHB,2024-09-09 08:00+03:00,5,Airbus A320,flyadeal,Arrival,,
EK 819,,RUH,Expected,Dubai,DXB,2024-09-09 08:05+03:00,2,Boeing 777-300ER,Emirates,Arrival,,
SV 1133,,RUH,Expected,Ad Dammam,DMM,2024-09-09 08:15+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
SV 1586,,RUH,Expected,Yanbu,YNB,2024-09-09 08:20+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
G9 151,,RUH,Expected,Sharjah,SHJ,2024-09-09 08:20+03:00,2,Airbus A320,Air Arabia,Arrival,,
6E 73,,RUH,Expected,Mumbai,BOM,2024-09-09 08:40+03:00,2,Airbus A320 NEO,IndiGo,Arrival,,
SV 1662,,RUH,Expected,Abha,AHB,2024-09-09 08:40+03:00,5,Airbus A330,Saudi Arabian,Arrival,,
SV 1020,,RUH,Expected,Jeddah,JED,2024-09-09 08:50+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
FZ 847,,RUH,Expected,Dubai,DXB,2024-09-09 08:50+03:00,2,Boeing 737,flydubai,Arrival,,
XY 348,,RUH,Expected,Addis Ababa,ADD,2024-09-09 08:50+03:00,3,Airbus A320 NEO,flynas,Arrival,,
SV 1480,,RUH,Expected,Al Qaysumah,AQI,2024-09-09 08:55+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
EY 357,,RUH,Expected,Abu Dhabi Island and Internal Islands City,AUH,2024-09-09 09:00+03:00,3,Airbus A320,Etihad Airways,Arrival,,
SV 1394,,RUH,Expected,Al-Jawf,AJF,2024-09-09 09:00+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
XY 18,,RUH,Expected,Jeddah,JED,2024-09-09 09:05+03:00,5,Airbus A320 NEO,flynas,Arrival,,
SV 1764,,RUH,Expected,Jazan,GIZ,2024-09-09 09:10+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
F3 102,,RUH,Expected,Jeddah,JED,2024-09-09 09:10+03:00,5,Airbus A320,flyadeal,Arrival,,
SV 1902,,RUH,Expected,Taif,TIF,2024-09-09 09:10+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
SV 1230,,RUH,Expected,Arar,RAE,2024-09-09 09:15+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
XY 84,,RUH,Expected,Abha,AHB,2024-09-09 09:20+03:00,5,Airbus A320 NEO,flynas,Arrival,,
PK 753,,RUH,Expected,Islamabad,ISB,2024-09-09 09:30+03:00,2,Boeing 777-200,Pakistan International,Arrival,,
F3 32,,RUH,Expected,Jazan,GIZ,2024-09-09 09:30+03:00,5,Airbus A320,flyadeal,Arrival,,
SV 8680,,RUH,Expected,Abha,AHB,2024-09-09 09:40+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
SV 1522,,RUH,Expected,Tabuk,TUU,2024-09-09 09:40+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
SV 1022,,RUH,Expected,Jeddah,JED,2024-09-09 09:50+03:00,5,Airbus A330-300,Saudi Arabian,Arrival,,
XY 4,,RUH,Expected,Jeddah,JED,2024-09-09 09:55+03:00,5,Airbus A320 NEO,flynas,Arrival,,
XY 122,,RUH,Expected,Tabuk,TUU,2024-09-09 10:05+03:00,5,Airbus A320 NEO,flynas,Arrival,,
F3 104,,RUH,Expected,Jeddah,JED,2024-09-09 10:10+03:00,5,Airbus A320,flyadeal,Arrival,,
QR 1170,,RUH,Expected,Doha,DOH,2024-09-09 10:15+03:00,3,Airbus A330-200,Qatar Airways,Arrival,,
SV 1139,,RUH,Expected,Ad Dammam,DMM,2024-09-09 10:15+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
SV 1842,,RUH,Expected,Neyran,EAM,2024-09-09 10:30+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
XY 82,,RUH,Expected,Abha,AHB,2024-09-09 10:30+03:00,5,Airbus A320 NEO,flynas,Arrival,,
XY 106,,RUH,Expected,Jazan,GIZ,2024-09-09 10:35+03:00,5,Airbus A320 NEO,flynas,Arrival,,
SV 1664,,RUH,Expected,Abha,AHB,2024-09-09 10:35+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
SV 1885,,RUH,Expected,Sharura,SHW,2024-09-09 10:35+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
F3 224,,RUH,Expected,Medina,MED,2024-09-09 10:40+03:00,5,Airbus A320,flyadeal,Arrival,,
F3 204,,RUH,Expected,Tabuk,TUU,2024-09-09 10:45+03:00,5,Airbus A320,flyadeal,Arrival,,
SV 1458,,RUH,Expected,Medina,MED,2024-09-09 10:50+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
ME 424,,RUH,Expected,Beirut,BEY,2024-09-09 10:50+03:00,3,Airbus A320,Middle East,Arrival,,
SV 1024,,RUH,Expected,Jeddah,JED,2024-09-09 10:50+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
GF 163,,RUH,Expected,Manama,BAH,2024-09-09 10:55+03:00,2,Airbus A320,Gulf Air,Arrival,,
XY 6,,RUH,Expected,Jeddah,JED,2024-09-09 11:00+03:00,5,Airbus A320 NEO,flynas,Arrival,,
SV 1708,,RUH,Expected,Al-Bakha,ABT,2024-09-09 11:05+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
KU 773,,RUH,Expected,Kuwait City,KWI,2024-09-09 11:05+03:00,2,Airbus A320 NEO,Kuwait Airways,Arrival,,
XY 334,,RUH,Expected,Lucknow,LKO,2024-09-09 11:20+03:00,3,Airbus A320 NEO,flynas,Arrival,,
SV 563,,RUH,Expected,Dubai,N/A,2024-09-09 11:40+03:00,4,Airbus A320,Saudi Arabian,Arrival,,
XY 328,,RUH,Expected,Calicut,CCJ,2024-09-09 11:45+03:00,3,Airbus A320 NEO,flynas,Arrival,,
SV 1026,,RUH,Expected,Jeddah,JED,2024-09-09 11:50+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
XY 94,,RUH,Expected,Medina,MED,2024-09-09 11:50+03:00,5,Airbus A320 NEO,flynas,Arrival,,
NP 151,,RUH,Expected,Cairo,CAI,2024-09-09 12:00+03:00,2,Airbus A320,Nile Air,Arrival,,
MS 651,,RUH,Expected,Cairo,CAI,2024-09-09 12:00+03:00,2,Airbus A330-300,EgyptAir,Arrival,,
MS 651,,RUH,Expected,Cairo,CAI,2024-09-09 12:00+03:00,2,Airbus A330-300,EgyptAir,Arrival,,
NP 151,,RUH,Expected,Cairo,CAI,2024-09-09 12:00+03:00,2,Airbus A320,Nile Air,Arrival,,
QR 1172,,RUH,Expected,Doha,DOH,2024-09-09 12:00+03:00,3,Boeing 777-200LR,Qatar Airways,Arrival,,
QR 1172,,RUH,Expected,Doha,DOH,2024-09-09 12:00+03:00,3,Boeing 777-200LR,Qatar Airways,Arrival,,
SV 725,,RUH,Expected,Islamabad,ISB,2024-09-09 12:05+03:00,4,Boeing 777-300,Saudi Arabian,Arrival,,
SV 1568,,RUH,Expected,Rio-Sidra,N/A,2024-09-09 12:10+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
SV 1272,,RUH,Expected,Burayda,ELQ,2024-09-09 12:10+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
FZ 841,,RUH,Expected,Dubai,DXB,2024-09-09 12:15+03:00,2,Boeing 737,flydubai,Arrival,,
SV 1141,,RUH,Expected,Ad Dammam,DMM,2024-09-09 12:15+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
XY 202,,RUH,Expected,Dubai,DXB,2024-09-09 12:20+03:00,3,Airbus A320 NEO,flynas,Arrival,,
XY 20,,RUH,Expected,Jeddah,JED,2024-09-09 12:25+03:00,5,Airbus A320 NEO,flynas,Arrival,,
SV 1736,,RUH,Expected,Bisha,BHH,2024-09-09 12:35+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
J9 221,,RUH,Expected,Kuwait City,KWI,2024-09-09 12:40+03:00,2,Airbus A320,Jazeera Airways,Arrival,,
XY 226,,RUH,Expected,Doha,DOH,2024-09-09 12:45+03:00,3,Airbus A320 NEO,flynas,Arrival,,
SV 1028,,RUH,Expected,Jeddah,JED,2024-09-09 12:50+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
SV 1294,,RUH,Expected,Gerayat,URY,2024-09-09 12:50+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
SM 463,,RUH,Expected,Sohag,HMB,2024-09-09 13:00+03:00,2,Airbus A320,Air Cairo,Arrival,,
XY 71,,RUH,Expected,Ad Dammam,DMM,2024-09-09 13:10+03:00,5,Airbus A320 NEO,flynas,Arrival,,
QR 1164,,RUH,Expected,Doha,DOH,2024-09-09 13:10+03:00,3,Boeing 777-300ER,Qatar Airways,Arrival,,
SV 1556,,RUH,Expected,Neom Bay Airport,N/A,2024-09-09 13:30+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
XY 264,,RUH,Expected,Cairo,CAI,2024-09-09 13:35+03:00,3,Airbus A320 NEO,flynas,Arrival,,
SV 1806,,RUH,Expected,Jazan,GIZ,2024-09-09 13:40+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
IX 995,,RUH,Expected,Hyderabad,HYD,2024-09-09 13:40+03:00,2,Boeing 737,Air India Express,Arrival,,
F3 16,,RUH,Expected,Abha,AHB,2024-09-09 13:45+03:00,5,Airbus A320,flyadeal,Arrival,,
SM 461,,RUH,Expected,Cairo,CAI,2024-09-09 13:45+03:00,2,Airbus A320,Air Cairo,Arrival,,
SV 1030,,RUH,Expected,Jeddah,JED,2024-09-09 13:50+03:00,5,Airbus A330-300,Saudi Arabian,Arrival,,
F3 506,,RUH,Expected,Dubai,DXB,2024-09-09 13:50+03:00,3,Airbus A320,flyadeal,Arrival,,
F3 226,,RUH,Expected,Medina,MED,2024-09-09 13:50+03:00,5,Airbus A320,flyadeal,Arrival,,
SV 1900,,RUH,Expected,Taif,TIF,2024-09-09 13:55+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
F3 116,,RUH,Expected,Jeddah,JED,2024-09-09 14:05+03:00,5,Airbus A320,flyadeal,Arrival,,
SV 1143,,RUH,Expected,Ad Dammam,DMM,2024-09-09 14:15+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
SV 1670,,RUH,Expected,Abha,AHB,2024-09-09 14:20+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
XY 22,,RUH,Expected,Jeddah,JED,2024-09-09 14:20+03:00,5,Airbus A320 NEO,flynas,Arrival,,
E5 337,,RUH,Expected,Alexandria,HBE,2024-09-09 14:20+03:00,2,Airbus A320,Air Arabia Egypt,Arrival,,
SV 310,,RUH,Expected,Cairo,CAI,2024-09-09 14:25+03:00,4,Airbus A330,Saudi Arabian,Arrival,,
XY 160,,RUH,Expected,Al Ula,ULH,2024-09-09 14:25+03:00,5,Airbus A320 NEO,flynas,Arrival,,
SV 597,,RUH,Expected,Dubai,DXB,2024-09-09 14:30+03:00,4,Airbus A320,Saudi Arabian,Arrival,,
SV 709,,RUH,Expected,Karanchi,KHI,2024-09-09 14:45+03:00,4,Airbus A330,Saudi Arabian,Arrival,,
SV 1332,,RUH,Expected,Khail,HAS,2024-09-09 14:50+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
SV 1032,,RUH,Expected,Jeddah,JED,2024-09-09 14:50+03:00,5,Boeing 777-300,Saudi Arabian,Arrival,,
XY 32,,RUH,Expected,Jeddah,JED,2024-09-09 15:00+03:00,5,Airbus A320 NEO,flynas,Arrival,,
MS 689,,RUH,Expected,Cairo,CAI,2024-09-09 15:00+03:00,2,Boeing 737-800,EgyptAir,Arrival,,
SV 1238,,RUH,Expected,Arar,RAE,2024-09-09 15:00+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
GF 189,,RUH,Expected,Manama,BAH,2024-09-09 15:00+03:00,2,Airbus A320,Gulf Air,Arrival,,
WY 683,,RUH,Expected,Muscat,MCT,2024-09-09 15:15+03:00,2,Boeing 737,Oman Air,Arrival,,
EY 317,,RUH,Expected,Abu Dhabi Island and Internal Islands City,AUH,2024-09-09 15:15+03:00,3,Airbus A320,Etihad Airways,Arrival,,
XY 136,,RUH,Expected,Neyran,EAM,2024-09-09 15:20+03:00,5,Airbus A320 NEO,flynas,Arrival,,
XY 252,,RUH,Expected,Amman,AMM,2024-09-09 15:25+03:00,3,Airbus A320 NEO,flynas,Arrival,,
SV 573,,RUH,Expected,Abu Dhabi Island and Internal Islands City,AUH,2024-09-09 15:25+03:00,4,Airbus A321,Saudi Arabian,Arrival,,
SV 1864,,RUH,Expected,Neyran,EAM,2024-09-09 15:25+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
F3 120,,RUH,Expected,Jeddah,JED,2024-09-09 15:35+03:00,5,Airbus A320,flyadeal,Arrival,,
XY 274,,RUH,Expected,Cairo,CAI,2024-09-09 15:40+03:00,3,Airbus A320 NEO,flynas,Arrival,,
F3 18,,RUH,Expected,Abha,AHB,2024-09-09 15:40+03:00,5,Airbus A320,flyadeal,Arrival,,
J9 225,,RUH,Expected,Kuwait City,KWI,2024-09-09 15:45+03:00,2,Airbus A320,Jazeera Airways,Arrival,,
SV 1034,,RUH,Expected,Jeddah,JED,2024-09-09 15:50+03:00,5,Airbus A330,Saudi Arabian,Arrival,,
SV 1524,,RUH,Expected,Tabuk,TUU,2024-09-09 16:00+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
SV 1524,,RUH,Expected,Tabuk,TUU,2024-09-09 16:00+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
G9 154,,RUH,Expected,Sharjah,SHJ,2024-09-09 16:00+03:00,2,Airbus A321,Air Arabia,Arrival,,
G9 154,,RUH,Expected,Sharjah,SHJ,2024-09-09 16:00+03:00,2,Airbus A321,Air Arabia,Arrival,,
XY 36,,RUH,Expected,Jeddah,JED,2024-09-09 16:00+03:00,5,Airbus A320 NEO,flynas,Arrival,,
XY 36,,RUH,Expected,Jeddah,JED,2024-09-09 16:00+03:00,5,Airbus A320 NEO,flynas,Arrival,,
F3 54,,RUH,Expected,Taif,TIF,2024-09-09 16:10+03:00,5,Airbus A320,flyadeal,Arrival,,
SV 1173,,RUH,Expected,Ad Dammam,DMM,2024-09-09 16:15+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
F3 76,,RUH,Expected,Neyran,EAM,2024-09-09 16:15+03:00,5,Airbus A320,flyadeal,Arrival,,
SV 541,,RUH,Expected,Doha,DOH,2024-09-09 16:35+03:00,4,Airbus A320,Saudi Arabian,Arrival,,
XY 787,,RUH,Expected,Medina,MED,2024-09-09 16:45+03:00,3,Airbus A320 NEO,flynas,Arrival,,
SV 1036,,RUH,Expected,Jeddah,JED,2024-09-09 16:50+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
XY 90,,RUH,Expected,Abha,AHB,2024-09-09 16:55+03:00,5,Airbus A320 NEO,flynas,Arrival,,
SV 559,,RUH,Expected,Dubai,DXB,2024-09-09 17:00+03:00,4,Airbus A320,Saudi Arabian,Arrival,,
GF 167,,RUH,Expected,Manama,BAH,2024-09-09 17:00+03:00,2,Airbus A320,Gulf Air,Arrival,,
XY 108,,RUH,Expected,Jazan,GIZ,2024-09-09 17:00+03:00,5,Airbus A320 NEO,flynas,Arrival,,
SV 1460,,RUH,Expected,Medina,MED,2024-09-09 17:05+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
XY 206,,RUH,Expected,Dubai,DXB,2024-09-09 17:10+03:00,3,Airbus A320 NEO,flynas,Arrival,,
KU 775,,RUH,Expected,Kuwait City,KWI,2024-09-09 17:10+03:00,2,Airbus A320 NEO,Kuwait Airways,Arrival,,
F3 138,,RUH,Expected,Jeddah,JED,2024-09-09 17:10+03:00,5,Airbus A320,flyadeal,Arrival,,
XY 232,,RUH,Expected,Kuwait City,KWI,2024-09-09 17:15+03:00,3,Airbus A320 NEO,flynas,Arrival,,
SV 1738,,RUH,Expected,Bisha,BHH,2024-09-09 17:25+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
XY 40,,RUH,Expected,Jeddah,JED,2024-09-09 17:30+03:00,5,Airbus A320 NEO,flynas,Arrival,,
XY 286,,RUH,Expected,Cairo,N/A,2024-09-09 17:30+03:00,3,Airbus A320 NEO,flynas,Arrival,,
SV 634,,RUH,Expected,Amman,AMM,2024-09-09 17:45+03:00,4,Airbus A320,Saudi Arabian,Arrival,,
SV 1808,,RUH,Expected,Jazan,GIZ,2024-09-09 17:50+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
SV 1672,,RUH,Expected,Abha,AHB,2024-09-09 17:50+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
SV 1038,,RUH,Expected,Jeddah,JED,2024-09-09 17:50+03:00,5,Boeing 777-300,Saudi Arabian,Arrival,,
MU 269,,RUH,Expected,Shanghai,PVG,2024-09-09 17:50+03:00,3,Airbus A330-200,China Eastern,Arrival,,
F3 122,,RUH,Expected,Jeddah,JED,2024-09-09 17:55+03:00,5,Airbus A320,flyadeal,Arrival,,
EK 817,,RUH,Expected,Dubai,DXB,2024-09-09 18:00+03:00,2,Airbus A380-800,Emirates,Arrival,,
F3 128,,RUH,Expected,Jeddah,JED,2024-09-09 18:10+03:00,5,Airbus A320,flyadeal,Arrival,,
XY 60,,RUH,Expected,Jeddah,JED,2024-09-09 18:15+03:00,5,Airbus A320 NEO,flynas,Arrival,,
SV 1145,,RUH,Expected,Ad Dammam,DMM,2024-09-09 18:15+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
SV 839,,RUH,Expected,Malé,MLE,2024-09-09 18:25+03:00,4,Boeing 787-9,Saudi Arabian,Arrival,,
SV 1914,,RUH,Expected,Taif,TIF,2024-09-09 18:25+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
RJ 730,,RUH,Expected,Amman,AMM,2024-09-09 18:25+03:00,2,Airbus A320,Royal Jordanian,Arrival,,
XY 268,,RUH,Expected,Cairo,CAI,2024-09-09 18:30+03:00,3,Airbus A320 NEO,flynas,Arrival,,
F3 608,,RUH,Expected,Cairo,CAI,2024-09-09 18:30+03:00,3,Airbus A320,flyadeal,Arrival,,
XY 86,,RUH,Expected,Abha,AHB,2024-09-09 18:35+03:00,5,Airbus A320 NEO,flynas,Arrival,,
SV 1388,,RUH,Expected,Al-Jawf,AJF,2024-09-09 18:35+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
AI 921,,RUH,Expected,Mumbai,BOM,2024-09-09 18:40+03:00,2,Airbus A320 NEO,Air India,Arrival,,
SV 328,,RUH,Expected,Sharm el Sheikh,SSH,2024-09-09 18:45+03:00,4,Airbus A321,Saudi Arabian,Arrival,,
SV 110,,RUH,Expected,London,LHR,2024-09-09 18:45+03:00,4,Boeing 777-300,Saudi Arabian,Arrival,,
SV 418,,RUH,Expected,Cairo,CAI,2024-09-09 18:50+03:00,4,Airbus A330,Saudi Arabian,Arrival,,
SV 1040,,RUH,Expected,Jeddah,JED,2024-09-09 18:50+03:00,5,Airbus A321,Saudi Arabian,Arrival,,
XY 218,,RUH,Expected,Dubai,DXB,2024-09-09 18:55+03:00,3,Airbus A320 NEO,flynas,Arrival,,
XY 222,,RUH,Expected,Dubai,DXB,2024-09-09 18:55+03:00,3,Airbus A320 NEO,flynas,Arrival,,
SV 521,,RUH,Expected,Manama,BAH,2024-09-09 18:55+03:00,4,Airbus A320,Saudi Arabian,Arrival,,
F3 126,,RUH,Expected,Jeddah,JED,2024-09-09 19:00+03:00,5,Airbus A320,flyadeal,Arrival,,
SV 1526,,RUH,Expected,Tabuk,TUU,2024-09-09 19:05+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
XY 204,,RUH,Expected,Dubai,DXB,2024-09-09 19:05+03:00,3,Airbus A320 NEO,flynas,Arrival,,
SV 555,,RUH,Expected,Dubai,DXB,2024-09-09 19:15+03:00,4,Airbus A321,Saudi Arabian,Arrival,,
SV 144,,RUH,Expected,Paris,CDG,2024-09-09 19:20+03:00,4,Boeing 777,Saudi Arabian,Arrival,,
F3 20,,RUH,Expected,Abha,AHB,2024-09-09 19:20+03:00,5,Airbus A320,flyadeal,Arrival,,
SV 1508,,RUH,Expected,Rafha,RAH,2024-09-09 19:25+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
XY 224,,RUH,Expected,Doha,DOH,2024-09-09 19:25+03:00,3,Airbus A320 NEO,flynas,Arrival,,
XY 46,,RUH,Expected,Jeddah,JED,2024-09-09 19:35+03:00,5,Airbus A320 NEO,flynas,Arrival,,
F3 180,,RUH,Expected,Ad Dammam,DMM,2024-09-09 19:45+03:00,5,Airbus A320,flyadeal,Arrival,,
SV 511,,RUH,Expected,Kuwait City,KWI,2024-09-09 19:45+03:00,4,Airbus A320,Saudi Arabian,Arrival,,
F3 148,,RUH,Expected,Jeddah,JED,2024-09-09 19:45+03:00,5,Airbus A320,flyadeal,Arrival,,
SV 1462,,RUH,Expected,Medina,MED,2024-09-09 19:50+03:00,5,Airbus A330,Saudi Arabian,Arrival,,
SV 1926,,RUH,Expected,Vadi-ed-Davasir,WAE,2024-09-09 19:50+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
SV 1042,,RUH,Expected,Jeddah,JED,2024-09-09 19:50+03:00,5,Airbus A320,Saudi Arabian,Arrival,,
LH 636,,RUH,Expected,Frankfurt-am-Main,FRA,2024-09-09 19:55+03:00,2,Airbus A330-300,Lufthansa,Arrival,,
SV 1023,,RUH,Expected,Jeddah,JED,2024-09-10 08:00+03:00,5,Airbus A321,Saudi Arabian,Departure,,
SV 1295,,RUH,Expected,Gerayat,URY,2024-09-10 08:05+03:00,5,Airbus A321,Saudi Arabian,Departure,,
J9 230,,RUH,Expected,Kuwait City,KWI,2024-09-10 08:10+03:00,2,Airbus A320,Jazeera Airways,Departure,,
XY 93,,RUH,Expected,Medina,MED,2024-09-10 08:10+03:00,5,Airbus A320 NEO,flynas,Departure,,
NP 152,,RUH,Expected,Cairo,CAI,2024-09-10 08:25+03:00,2,Airbus A320,Nile Air,Departure,,
SV 1555,,RUH,Expected,Neom Bay Airport,N/A,2024-09-10 08:25+03:00,5,Airbus A321,Saudi Arabian,Departure,,
XY 257,,RUH,Expected,Istanbul,SAW,2024-09-10 08:35+03:00,3,Airbus A320 NEO,flynas,Departure,,
F3 111,,RUH,Expected,Jeddah,JED,2024-09-10 08:35+03:00,5,Airbus A320,flyadeal,Departure,,
SV 512,,RUH,Expected,Kuwait City,KWI,2024-09-10 08:35+03:00,4,Airbus A320,Saudi Arabian,Departure,,
XY 13,,RUH,Expected,Jeddah,JED,2024-09-10 08:40+03:00,5,Airbus A320 NEO,flynas,Departure,,
XY 219,,RUH,Expected,Dubai,DXB,2024-09-10 08:45+03:00,3,Airbus A320 NEO,flynas,Departure,,
F3 505,,RUH,Expected,Dubai,DXB,2024-09-10 08:50+03:00,3,Airbus A320,flyadeal,Departure,,
SV 1737,,RUH,Expected,Bisha,BHH,2024-09-10 08:55+03:00,5,Airbus A320,Saudi Arabian,Departure,,
SV 1138,,RUH,Expected,Ad Dammam,DMM,2024-09-10 09:00+03:00,5,Airbus A320,Saudi Arabian,Departure,,
XY 225,,RUH,Expected,Doha,DOH,2024-09-10 09:00+03:00,3,Airbus A320 NEO,flynas,Departure,,
SV 1025,,RUH,Expected,Jeddah,JED,2024-09-10 09:00+03:00,5,Airbus A320,Saudi Arabian,Departure,,
SV 596,,RUH,Expected,Dubai,DXB,2024-09-10 09:00+03:00,4,Airbus A320,Saudi Arabian,Departure,,
SV 1805,,RUH,Expected,Jazan,GIZ,2024-09-10 09:05+03:00,5,Airbus A320,Saudi Arabian,Departure,,
G9 152,,RUH,Expected,Sharjah,SHJ,2024-09-10 09:10+03:00,1,Airbus A320,Air Arabia,Departure,,
XY 273,,RUH,Expected,Cairo,CAI,2024-09-10 09:10+03:00,3,Airbus A320 NEO,flynas,Departure,,
SV 1574,,RUH,Expected,Al Ula,ULH,2024-09-10 09:15+03:00,5,Airbus A321,Saudi Arabian,Departure,,
SV 121,,RUH,Expected,London,LHR,2024-09-10 09:15+03:00,4,Boeing 777-300,Saudi Arabian,Departure,,
SV 1273,,RUH,Expected,Burayda,ELQ,2024-09-10 09:15+03:00,5,Airbus A321,Saudi Arabian,Departure,,
EK 820,,RUH,Expected,Dubai,DXB,2024-09-10 09:40+03:00,2,Boeing 777-300ER,Emirates,Departure,,
F3 15,,RUH,Expected,Abha,AHB,2024-09-10 09:40+03:00,5,Airbus A320,flyadeal,Departure,,
FZ 848,,RUH,Expected,Dubai,DXB,2024-09-10 09:50+03:00,2,Boeing 737,flydubai,Departure,,
XY 17,,RUH,Expected,Jeddah,JED,2024-09-10 09:50+03:00,5,Airbus A320 NEO,flynas,Departure,,
SV 1511,,RUH,Expected,Turayf,TUI,2024-09-10 10:00+03:00,5,Airbus A320,Saudi Arabian,Departure,,
F3 115,,RUH,Expected,Jeddah,JED,2024-09-10 10:00+03:00,5,Airbus A320,flyadeal,Departure,,
SV 1027,,RUH,Expected,Jeddah,JED,2024-09-10 10:00+03:00,5,Airbus A330,Saudi Arabian,Departure,,
XY 251,,RUH,Expected,Amman,AMM,2024-09-10 10:00+03:00,3,Airbus A320 NEO,flynas,Departure,,
EY 358,,RUH,Expected,Abu Dhabi Island and Internal Islands City,AUH,2024-09-10 10:05+03:00,3,Airbus A321,Etihad Airways,Departure,,
